active,id,cartPlatform,cartSlug,cartName,addToCartType,addToCartUrl,canCollectSalesData,cartCategory,cartColor,cartFontColor,cartLink,cartLogo,redirectOnAddToCart,regional,createdAt
true,69d9650f-cc7f-e899-cf97-349ad1bbf71e,bed-bath-and-beyond-ca,bed-bath-beyond-canada,Bed Bath & Beyond Canada,PDP_REDIRECT,https://www.bedbathandbeyond.ca/,false,Big Box,#000000,#FFFFFF,https://www.bedbathandbeyond.ca/,,false,,Fri Aug 21 2020 13:34:17 GMT-0400 (Eastern Daylight Time)
true,6aad81ff-4588-791e-8e90-3c1ca2bb09dd,zen,zen,Zen,PDP_REDIRECT,https://www.findzen.com/cart,false,,#000000,#FFFFFF,https://www.findzen.com/cart,,false,,Wed Jul 29 2020 09:44:20 GMT-0400 (Eastern Daylight Time)
true,6bede1bd-16de-053c-7fcf-ea5badeb1ff5,luekens,luekens-wine-and-spirits,Luekens Wine and Spirits,PDP_REDIRECT,https://luekensliquors.com,false,Food & Beverage,#a12641,#FFFFFF,https://luekensliquors.com,,false,,Fri Sep 18 2020 12:47:39 GMT-0400 (Eastern Daylight Time)
false,6d2fa9bc-4108-2ebd-4c30-fcc9fe51c0d9,tooFaced,too-faced,Too Faced,PDP_REDIRECT,https://www.toofaced.com/on/demandware.store/Sites-toofaced-Site/default/Cart-AddProduct,false,Beauty & Personal Care,#000000,#FFFFFF,https://www.toofaced.com/cart/,,true,,Wed Sep 26 2018 15:02:26 GMT-0400 (Eastern Daylight Time)
true,6e1dbc0a-b021-b684-7e3d-4ffb122002a1,specs,specs,Spec's,DIRECT_URL,https://specsonline.com/shop/,false,Food & Beverage,#000000,#FFFFFF,https://specsonline.com/cart,,false,,Tue Jun 30 2020 15:02:53 GMT-0400 (Eastern Daylight Time)
true,6f8ce9ad-e822-814e-67c1-ecc0f5047acb,heb-mx,heb-mexico,HEB Mexico,PDP_REDIRECT,https://www.heb.com.mx/checkout/cart/add/uenc,false,,#EE2E24,#FFFFFF,https://www.heb.com.mx/checkout/cart/,,false,,Mon Mar 09 2020 11:20:22 GMT-0400 (Eastern Daylight Time)
true,713dce62-3067-4479-90f1-462a366a393a,it-cosmetics,it-cosmetics,IT Cosmetics,DIRECT_URL,https://www.itcosmetics.com/on/demandware.store/Sites-itcosmetics-us-Site/default/Cart-AddProduct,false,Beauty & Personal Care,#f09cac,#FFFFFF,https://www.itcosmetics.com/cart,,true,,Thu Feb 22 2018 13:53:09 GMT-0500 (EST)
true,72881fa8-97f4-1994-92f6-d189d64d9c0a,urban-outfitters,urban-outfitters,Urban Outfitters,CUSTOM_REDIRECT_ONLY,https://www.urbanoutfitters.com/checkout/,false,Apparel & Footwear,#000000,#FFFFFF,https://www.urbanoutfitters.com/checkout/,,false,,Thu Oct 10 2019 11:51:18 GMT-0400 (Eastern Daylight Time)
false,738874b0-a2df-070d-7615-a95506d918f6,bosebuild,bose-build,Bose Build,DIRECT_URL,https://build.bose.com/cart/,false,Electronics,,#FFFFFF,https://build.bose.com/cart,,false,,Fri Oct 26 2018 17:47:56 GMT-0400 (Eastern Daylight Time)
true,758ebaf1-c73d-40e9-259a-23927edda542,dollar-general,dollar-general,Dollar General,PDP_REDIRECT,https://www.dollargeneral.com/checkout/cart/add,false,Big Box,#fff035,#000000,https://www.dollargeneral.com/checkout/cart,,false,,Mon Nov 25 2019 16:56:10 GMT-0500 (Eastern Standard Time)
true,76626454-b767-3d3c-bcaf-128b662e0483,neutrogena,neutrogena,Neutrogena,DIRECT_URL,https://neutrogena.com/on/demandware.store/Sites-Neutrogena-Site/default/Cart-AddProductApi,false,Beauty & Personal Care,#000000,#FFFFFF,https://www.neutrogena.com/cart,,false,,Fri Feb 28 2020 11:58:40 GMT-0500 (Eastern Standard Time)
true,767d748d-f8ce-6f50-7c6b-7219db6ddc64,sally-beauty,sally-beauty,Sally Beauty,PDP_REDIRECT,https://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Cart-AddProduct,false,,#CB1666,#FFFFFF,https://www.sallybeauty.com/cart/,,false,,Mon Mar 16 2020 11:46:49 GMT-0400 (Eastern Daylight Time)
true,771a1728-06bf-a024-0058-6af496501026,yoobi,yoobi,Yoobi,DIRECT_URL,https://yoobi.com/cart/,false,,#000000,#FFFFFF,https://yoobi.com/cart,,false,,Thu May 28 2020 15:43:53 GMT-0400 (Eastern Daylight Time)
true,7792e6fa-8332-9250-521b-252f87eb4e27,superdrug,superdrug,Superdrug,PDP_REDIRECT,https://www.superdrug.com/cart/add,,Big Box,#BC3B91,,https://www.superdrug.com/cart,,false,,Thu Feb 13 2020 15:01:54 GMT-0500 (Eastern Standard Time)
true,779e0daa-f1dc-e0b5-c496-cab1ccb3a74d,butterfinger,butterfinger,Butterfinger,PDP_REDIRECT,https://www.butterfinger.com/,false,Food & Beverage,#0061af,#FFFFFF,https://www.butterfinger.com/,,false,,Mon Sep 28 2020 17:37:07 GMT-0400 (Eastern Daylight Time)
false,77a8518c-f6bc-b864-861b-0aa4df8ca3bb,winky-lux,winky-lux,Winky Lux,DIRECT_URL,https://www.winkylux.com/cart/add.js,false,Beauty & Personal Care,"rgba(14, 225, 25, 1)",#FFFFFF,https://www.winkylux.com/cart,,false,,Mon Apr 01 2019 17:40:40 GMT-0400 (Eastern Daylight Time)
true,78ec42da-4532-e072-0a7d-17e2c814c6a6,tractor-supply-co,tractor-supply-co,Tractor Supply Co.,FORM_SUBMISSION,https://www.tractorsupply.com/AjaxOrderChangeServiceItemAdd,false,,#D12022,#FFFFFF,https://www.tractorsupply.com/TSCShoppingCartView,,false,,Mon Jun 22 2020 15:29:35 GMT-0400 (Eastern Daylight Time)
true,7c3b28d3-2d4f-33c7-ff9e-2e7becbae97b,qvc,qvc,QVC,CUSTOM_REDIRECT_ONLY,https://www.qvc.com/AddToCart?,false,Big Box,#eb5d5e,#FFFFFF,https://www.qvc.com/OrderItemDisplay,,false,,Thu Apr 11 2019 10:56:30 GMT-0400 (Eastern Daylight Time)
true,7c3ca961-30e4-3bf1-d9ff-1e6fff7a5d62,bel-air,bel-air,Bel Air,PDP_REDIRECT,https://shop.raleys.com,false,Food & Beverage,#ee2f24,#FFFFFF,https://shop.raleys.com/checkout/v2/cart,,false,,Wed Sep 23 2020 13:17:30 GMT-0400 (Eastern Daylight Time)
true,7d3f3d1a-e9a8-cfe6-a1a6-b4081c686df4,owens-market,owens,Owen's,PDP_REDIRECT,https://www.owensmarket.com/basket/api/v2/user/add-item,false,Food & Beverage,#375398,#FFFFFF,https://www.owensmarket.com/cart,,false,true,Thu Jan 16 2020 10:47:19 GMT-0500 (Eastern Standard Time)
true,7effd2ed-4b17-37be-7517-1b2806a830ab,hersheys,hersheys,Hershey's,PDP_REDIRECT,https://shop.hersheys.com/on/demandware.store/Sites-hersheystore-Site/en_US/Cart-AddProduct,false,,#33040F,#FFFFFF,https://shop.hersheys.com/cart,,false,,Thu Mar 26 2020 14:57:01 GMT-0400 (Eastern Daylight Time)
true,7f046635-3016-4162-82fb-0df119c24c6b,benefit,benefit,Benefit,FORM_SUBMISSION,https://www.benefitcosmetics.com/us/en/cart/ajax/add/${SKU}/1,,Beauty & Personal Care,,,https://www.benefitcosmetics.com/us/en/cart,,false,,Thu Feb 22 2018 13:53:14 GMT-0500 (EST)
true,8009b305-5d2d-dbf0-9007-f9a18539e9d3,happy-family-organics,happy-family-organics,Happy Family Organics,PDP_REDIRECT,https://www.happyfamilyorganics.com/,false,,#f15122,#FFFFFF,https://www.happyfamilyorganics.com/,,false,,Fri Oct 02 2020 10:53:40 GMT-0400 (Eastern Daylight Time)
true,81a02bd2-9972-49df-07dd-97fb7208a8d7,glamglow,glamglow,GLAMGLOW,FORM_SUBMISSION,https://m.glamglow.com/rpc/checkout/viewcart.tmpl,,Beauty & Personal Care,#000000,,https://m.glamglow.com/checkout/viewcart.tmpl,,false,,Wed Nov 14 2018 13:37:37 GMT-0500 (Eastern Standard Time)
true,83674d34-7bdd-f233-f265-49364ef757c9,exact-fit-shop,exact-fit-shop,Exact Fit Shop,DIRECT_URL,https://exactfitshop.com/cart/,false,Apparel & Footwear,,#FFFFFF,https://exactfitshop.com/cart,,true,,Mon Mar 26 2018 10:24:13 GMT-0400 (EDT)
true,8797bf8c-d062-25f2-f62d-a445387743d9,officedepot,office-depot,Office Depot,FORM_SUBMISSION,https://www.officedepot.com/cart/addSkuByButtonSecure.do?ajaxATCRequest=true&sourcePage=&cmd_addSKU.button.INDEX[0]=Add%20to%20Cart,,Electronics,,,https://www.officedepot.com/cart/updateRouter.do,,false,,Thu Jan 31 2019 17:20:48 GMT-0500 (Eastern Standard Time)
true,8999e4aa-75e9-4fef-f0a0-12a73f269b51,each-every,each-every,Each & Every,DIRECT_URL,https://eachandevery.com/cart/add,false,Beauty & Personal Care,#000000,#FFFFFF,https://eachandevery.com/cart,,false,,Thu May 30 2019 13:10:40 GMT-0400 (Eastern Daylight Time)
true,8b0604ae-8e5e-f99f-6584-932fd02e79dc,tomford,tom-ford,TOM FORD,DIRECT_URL,https://www.tomford.com/on/demandware.store/Sites-tomford-Site/default/Cart-AddProduct?,,Apparel & Footwear,#000000,,https://www.tomford.com/cart,,false,,Thu Oct 25 2018 15:17:59 GMT-0400 (Eastern Daylight Time)
true,8b5f74d1-2db9-4cda-8c9c-4cbdd04c5923,estee-lauder-uk,este-lauder,Estée Lauder,FORM_SUBMISSION,https://m.esteelauder.co.uk/checkout/viewcart.tmpl,,Beauty & Personal Care,,,https://m.esteelauder.co.uk/checkout/viewcart.tmpl,,true,,Thu Feb 22 2018 13:53:19 GMT-0500 (EST)
false,8c7c3585-6cfa-9712-b73b-abfd5a6545c5,adidas-fr,adidas-france,Adidas France,DIRECT_URL,https://www.adidas.fr/cart/restore,,Apparel & Footwear,#000000,,https://www.adidas.fr/on/demandware.store/Sites-adidas-FR-Site/fr_FR/Cart-Show,,false,,Mon Apr 29 2019 18:14:03 GMT-0400 (Eastern Daylight Time)
true,8e109653-3533-4ee8-9b9b-f7c2947acfc7,dr-brandt,dr-brandt,Dr. Brandt,DIRECT_URL,https://www.drbrandtskincare.com/cart/add.js,false,Beauty & Personal Care,,#FFFFFF,https://www.drbrandtskincare.com/cart,,false,,Thu Feb 22 2018 13:53:25 GMT-0500 (EST)
true,8fce0fda-fb97-4102-e8a0-9480677e0c62,dollar-tree,dollar-tree,Dollar Tree,CUSTOM_REDIRECT_ONLY,https://www.dollartree.com/,false,Big Box,#222020,#FFFFFF,https://www.dollartree.com/,,false,,Fri Oct 23 2020 10:04:16 GMT-0400 (Eastern Daylight Time)
true,8ff82fe3-bf61-26ea-7ab9-3bfb37670126,carrefour-france,carrefour-france,Carrefour France,PDP_REDIRECT,https://www.carrefour.fr/,false,,#34348e,#FFFFFF,https://www.carrefour.fr/,,false,,Mon Oct 12 2020 10:01:25 GMT-0400 (Eastern Daylight Time)
true,914d0f09-6f99-d3a6-36c7-41ea36560575,shiseido,shiseido,Shiseido,PDP_REDIRECT,https://www.shiseido.com/on/demandware.store/Sites-shiseido_us-Site/en_US/Cart-AddProduct,false,Beauty & Personal Care,#c8102e,#FFFFFF,https://www.shiseido.com/cart,,false,,Wed Oct 24 2018 13:29:45 GMT-0400 (Eastern Daylight Time)
true,91866837-fdab-444d-a2ca-5cae0c5e533d,sk-ii,sk-ii,SK-II,DIRECT_URL,https://www.sk-ii.com/on/demandware.store/Sites-SKII-Site/default/Cart-MultiAddProduct,,Beauty & Personal Care,#800020,,https://www.sk-ii.com/cart,,false,,Tue Mar 05 2019 10:04:11 GMT-0500 (Eastern Standard Time)
true,91a50203-71f2-c088-0f92-d9d5f44c3e60,cafe-bustelo,cafe-bustelo,Cafe Bustelo,PDP_REDIRECT,https://www.cafebustelo.com,false,Food & Beverage,#1E376D,,https://en-secure.cafebustelo.com/checkout/cart/,,false,,Wed May 20 2020 15:38:57 GMT-0400 (Eastern Daylight Time)
true,91fc597d-ca39-fdc7-749e-1103dec0dfff,hairfood,hair-food,Hair Food,FORM_SUBMISSION,https://hairfood.com/remote/v1/cart/add,,Beauty & Personal Care,#bb8d70,,https://hairfood.com/cart.php,,false,,Tue Jan 29 2019 17:44:29 GMT-0500 (Eastern Standard Time)
true,92915674-20dc-bf22-a044-afd8c355f5f4,aldi-uk,aldi-uk,Aldi Uk,PDP_REDIRECT,https://www.aldi.co.uk/,false,Big Box,#15215a,#FFFFFF,https://www.aldi.co.uk/,,false,,Mon Oct 12 2020 10:15:34 GMT-0400 (Eastern Daylight Time)
true,9460efbf-37f3-daed-34a0-0f592f7f7e88,build,build,Build,PDP_REDIRECT,https://build.com,false,Big Box,#66676c,#000000,https://build.com,,false,,Thu Sep 24 2020 17:52:14 GMT-0400 (Eastern Daylight Time)
true,9502ac6a-3630-66aa-718e-1c80c3a1082e,reserve-bar,reservebar,ReserveBar,DIRECT_URL,https://www.reservebar.com/cart,false,Food & Beverage,#b58f49,#FFFFFF,https://www.reservebar.com/checkout,,false,,Mon Aug 26 2019 16:36:48 GMT-0400 (Eastern Daylight Time)
true,9529abb3-412d-adca-e4a3-0eebcee082ee,peter-thomas-roth,peter-thomas-roth,Peter Thomas Roth,DIRECT_URL,https://www.peterthomasroth.com/on/demandware.store/Sites-PeterThomasRoth-Site/en_US/Cart-AddProduct,false,Beauty & Personal Care,#000000,,https://www.peterthomasroth.com/cart,,false,,Tue Feb 11 2020 21:37:26 GMT-0500 (Eastern Standard Time)
true,953b0efb-7075-4748-d322-bf7716959443,testcart,test-cart,Test Cart,DIRECT_URL,test2.com,false,,,#FFFFFF,test1.com,,true,,Wed Feb 28 2018 14:55:22 GMT-0500 (EST)
true,957c3c61-26dd-4b0b-ac35-b23b4c7bc3da,zappos,zappos,Zappos,PDP_REDIRECT,https://m.zappos.com/cartAddItem.do,false,Apparel & Footwear,"(1,118,189)",#FFFFFF,https://m.zappos.com/cart,,true,,Thu Feb 22 2018 13:53:30 GMT-0500 (EST)
true,9e19cf65-b8bb-fcdc-6801-aa80bc6cbe4c,carols-daughter,carols-daughter,Carol's Daughter,DIRECT_URL,https://www.carolsdaughter.com/on/demandware.store/Sites-carolsdaughter-us-Site/default/Cart-AddProduct,false,Beauty & Personal Care,#E5E1DC,#000000,https://www.carolsdaughter.com/cart,,false,,Fri Jul 20 2018 14:54:54 GMT-0400 (Eastern Daylight Time)
true,9f78304a-5acd-e371-c5ff-7160943ccb98,ulta,ulta,Ulta,FORM_SUBMISSION,https://www.ulta.com/ulta/common/productQuickViewSummary.jsp?,false,Beauty & Personal Care,#f27338,#FFFFFF,https://www.ulta.com/bag?cmpid=o_ig_mikmak,,false,,Thu Aug 16 2018 11:40:26 GMT-0400 (Eastern Daylight Time)
true,a08dff86-4e0b-7439-b415-0a1ec9915eb7,elemis,elemis,ELEMIS,DIRECT_URL,https://www.elemis.com/us/cart/index/addproducts/items,,Beauty & Personal Care,#0f213a,,https://www.elemis.com/us/checkout/cart/,,false,,Mon Mar 04 2019 15:04:14 GMT-0500 (Eastern Standard Time)
true,a0f36d61-8bc7-f820-5a05-3ba246f6e994,city-market,city-market,City Market,PDP_REDIRECT,https://www.citymarket.com/basket/api/v2/user/add-item,false,Food & Beverage,#375398,#FFFFFF,https://www.citymarket.com/cart,,false,true,Thu Jan 16 2020 10:03:08 GMT-0500 (Eastern Standard Time)
true,a11775c5-3811-9cd6-a795-4ff53a2c167f,frys-food,frys-food-stores,Fry's Food Stores,PDP_REDIRECT,https://www.frysfood.com,false,Food & Beverage,#375398,#FFFFFF,https://www.frysfood.com/cart,,false,true,Thu Jan 16 2020 10:09:38 GMT-0500 (Eastern Standard Time)
true,a15808db-85a0-013c-d718-5afc67e5d50d,abc-fws,abc-fine-wine-and-spirits,ABC Fine Wine and Spirits,PDP_REDIRECT,https://www.abcfws.com/ccstoreui/v1/orders/price,false,Food & Beverage,#3b3630,#FFFFFF,https://www.abcfws.com/cart,,false,,Tue Feb 04 2020 09:36:20 GMT-0500 (Eastern Standard Time)
true,a175ab9a-df1e-c829-ff4f-8df16cca9b51,button,button-test,Button Test,PDP_REDIRECT,https://r.bttn.io/,false,Electronics,#000000,,https://r.bttn.io/,,false,,Thu Feb 27 2020 16:41:20 GMT-0500 (Eastern Standard Time)
true,a43ac044-d928-1351-ae6e-defcd09b7f6f,enfamil,enfamil,Enfamil,PDP_REDIRECT,https://shop.enfamil.com/cart,false,,#0251a3,,https://shop.enfamil.com/cart,,false,,Thu Jun 25 2020 11:07:23 GMT-0400 (Eastern Daylight Time)
true,a4482a49-95eb-b4d8-d1fc-1d50bffde7e8,home-depot,home-depot,Home Depot,PDP_REDIRECT,https://www.homedepot.com/,false,Big Box,#ee7126,#FFFFFF,https://www.homedepot.com/,,false,,Fri Aug 21 2020 13:23:56 GMT-0400 (Eastern Daylight Time)
true,a4ec9670-2988-d6a7-b9bc-a7cad6c35c7f,chewy,chewy,Chewy,DIRECT_URL,https://www.chewy.com/app/buy,false,,#128ded,#FFFFFF,https://www.chewy.com/app/cart,,false,,Wed Jun 24 2020 14:00:50 GMT-0400 (Eastern Daylight Time)
true,a5db0a4e-6ed4-9508-5b8a-cb2d1a9807ae,food-4-less,food4less,Food4Less,PDP_REDIRECT,https://www.food4less.com,false,Food & Beverage,#375398,,https://www.food4less.com/cart,,false,true,Wed Jul 01 2020 18:42:34 GMT-0400 (Eastern Daylight Time)
true,a7b8c964-e489-c0b0-7ec3-5846ed5b6af7,binnys,binnys-beverage-depot,Binny's Beverage Depot,PDP_REDIRECT,https://www.binnys.com/checkout/cart/add/uenc,,Food & Beverage,#af1309,,https://www.binnys.com/checkout/cart/,,false,,Tue Feb 04 2020 23:06:02 GMT-0500 (Eastern Standard Time)
true,aad45cc9-53f7-4cef-5491-6ea6db37e92a,pay-less,pay-less,Pay Less,PDP_REDIRECT,https://www.pay-less.com/basket/api/v2/user/add-item,false,Food & Beverage,#375398,#FFFFFF,https://www.pay-less.com/cart,,false,true,Thu Jan 16 2020 10:50:23 GMT-0500 (Eastern Standard Time)
true,abce67d5-0cce-c416-cb63-74b775444ce4,shark,shark,Shark,DIRECT_URL,https://checkout.sharkclean.com/cgi-bin/livew/site.w?location=b2c/retail-checkout.w&cartaction=update&src=F232&payplan=AZ4850&frames=no&target=main&sponsor=000006,false,Electronics,#602976,#FFFFFF,https://checkout.sharkclean.com/cgi-bin/livew/site.w?location=b2c/retail-shop-list.w&cartaction=cancel&frames=no&target=main&sponsor=000006&lang=en-US,,false,,Fri Jan 24 2020 14:03:45 GMT-0500 (Eastern Standard Time)
true,ac840fe1-b53e-1816-8bb7-1fef6ccf4afd,jonathan-adler,jonathan-adler,Jonathan Adler,PDP_REDIRECT,https://jonathanadler.com,false,Electronics,#002d62,#FFFFFF,https://jonathanadler.com,,false,,Mon Sep 21 2020 14:48:48 GMT-0400 (Eastern Daylight Time)
true,ad54a4d3-60a2-89b0-51a8-472a72f8be16,wine.com,winecom,wine.com,PDP_REDIRECT,https://www.wine.com/api/cart,,Food & Beverage,#d61d2c,,https://www.wine.com/cart,,false,,Mon Aug 12 2019 15:34:35 GMT-0400 (Eastern Daylight Time)
true,ad62530c-8716-514f-ac9d-11e0a4ecf929,walmart-affil,walmart-affil,Walmart Affil,PDP_REDIRECT,http://affil.walmart.com/cart/addToCart,false,,#347ebf,#FFFFFF,https://www.walmart.com/cart,,false,,Mon Apr 08 2019 10:18:18 GMT-0400 (Eastern Daylight Time)
true,b0a9398f-d885-737c-109f-dd236b725037,lowes,lowes,Lowes,PDP_REDIRECT,https://www.lowes.com/cart/cartitem,false,Big Box,#004990,#FFFFFF,https://www.lowes.com/cart,,false,,Thu Apr 16 2020 14:57:08 GMT-0400 (Eastern Daylight Time)
true,b4aacd17-b10a-f9c1-325e-1294221f89fe,safeway,safeway,Safeway,PDP_REDIRECT,https://www.safeway.com,false,Food & Beverage,#d6232b,#FFFFFF,https://www.safeway.com,,false,true,Sun Jul 05 2020 13:23:49 GMT-0400 (Eastern Daylight Time)
true,b50adc47-7e8c-de20-197b-6f0fa6c18e27,raleys,raleys,Raley's,PDP_REDIRECT,https://shop.raleys.com,false,Food & Beverage,#ff0200,#FFFFFF,https://shop.raleys.com/checkout/v2/cart,,false,,Wed Jul 08 2020 21:15:17 GMT-0400 (Eastern Daylight Time)
true,b51cfd02-446f-5338-5cc8-79fb336a142f,valentino,valentino,Valentino,CUSTOM_REDIRECT_ONLY,https://www.valentino.com/yTos/Plugins/itemPlugin/AddProductToShoppingBagAsync,false,Apparel & Footwear,#000000,#FFFFFF,https://www.valentino.com/us/OnePageCheckout/Cart,,false,,Fri Dec 06 2019 18:02:22 GMT-0500 (Eastern Standard Time)
true,b66ffe4b-78ae-2772-2baa-dccefdbde28d,cocktail-courier,cocktail-courier,Cocktail Courier,PDP_REDIRECT,https://www.cocktailcourier.com/wp-admin/admin-ajax.php,,Food & Beverage,#f56634,,https://www.cocktailcourier.com/checkout/cart/,,false,,Fri Aug 23 2019 09:24:00 GMT-0400 (Eastern Daylight Time)
true,b7662ae8-3440-5b25-5f55-b0d22319ab6e,lauramercier,laura-mercier,Laura Mercier,DIRECT_FORM_SUBMISSION,https://www.lauramercier.com/on/demandware.store/Sites-lauramercier_us-Site/default/Cart-AddProduct,,Beauty & Personal Care,#000000,,https://www.lauramercier.com/cart,,false,,Thu Jan 31 2019 11:57:38 GMT-0500 (Eastern Standard Time)
true,b9ac5099-0c5b-21ec-ca12-c0e35d4cb02c,heb,heb,HEB,PDP_REDIRECT,https://www.heb.com/commerce-api/v1/cart/item,false,Food & Beverage,#EE2E24,#FFFFFF,https://www.heb.com/cart/,,false,true,Tue Jan 21 2020 18:26:26 GMT-0500 (Eastern Standard Time)
true,ba5e876f-6554-2866-6215-c1a6e1bf9915,walgreens,walgreens,Walgreens,AJAX_REQUEST,https://www.walgreens.com/,false,Big Box,#E31837,#FFFFFF,https://www.walgreens.com/store/checkout/cart.jsp,,false,,Thu Mar 28 2019 14:27:30 GMT-0400 (Eastern Daylight Time)
true,bcc97561-db5a-d350-489c-0c00b68fb838,kroger,kroger,Kroger,PDP_REDIRECT,https://www.kroger.com,false,Food & Beverage,#0068b3,#FFFFFF,https://www.kroger.com/shopping/cart,,false,true,Fri Feb 08 2019 11:54:56 GMT-0500 (Eastern Standard Time)
true,bcda5d73-f43c-7783-4122-c2a2c8b19352,total-wine,total-wine,Total Wine,PDP_REDIRECT,https://www.totalwine.com/product/api/cart/cart/v1/cart/entries?returnCart=true&stockAvailableMessage=true,,Food & Beverage,#E1202B,,https://www.totalwine.com/cart/,,false,,Tue Feb 04 2020 17:39:08 GMT-0500 (Eastern Standard Time)
true,bce18f30-1209-0ea0-1997-44a113965d3d,aha,aha,AHA,PDP_REDIRECT,https://www.drinkaha.com,false,Food & Beverage,#FF4C56,#FFFFFF,https://www.drinkaha.com,,false,,Fri May 22 2020 13:43:44 GMT-0400 (Eastern Daylight Time)
true,bdc13278-04b5-648b-fb87-ebb406056785,maison-margiela,maison-margiela,Maison Margiela,PDP_REDIRECT,https://www.maisonmargiela-fragrances.us/en_US/cart,false,Apparel & Footwear,#000000,#FFFFFF,https://www.maisonmargiela-fragrances.us/en_US/cart,,false,,Fri Sep 18 2020 18:06:36 GMT-0400 (Eastern Daylight Time)
false,bef61477-e27a-fd74-c8dc-b1fcce45f60a,walgreens-dev,walgreens-dev,Walgreens Dev,DIRECT_URL,https://m-qa2.walgreens.com/cart/v1/carttransfer,false,Big Box,#E31837,#FFFFFF,https://m-qa2.walgreens.com/cart/view-ui,,false,,Thu Apr 09 2020 09:45:25 GMT-0400 (Eastern Daylight Time)
true,bf34c757-b1e3-b7fb-9a2d-2696ac2cfca1,spirit-halloween,spirit-halloween,Spirit Halloween,PDP_REDIRECT,https://www.spirithalloween.com,false,,#000000,#FFFFFF,https://www.spirithalloween.com/checkout/basket.jsp,,false,,Fri Sep 25 2020 17:55:18 GMT-0400 (Eastern Daylight Time)
true,bf45fbe0-8092-21f9-5eb4-de0b99f7f8ca,harris-teeter,harris-teeter,Harris Teeter,PDP_REDIRECT,https://www.harristeeter.com/,false,Food & Beverage,#CC2131,#FFFFFF,https://www.harristeeter.com/shop/store/327/cart,,false,,Fri May 08 2020 08:07:02 GMT-0400 (Eastern Daylight Time)
true,c0805d3b-1964-aba2-c3a7-318cd59e59c7,hsn,hsn,HSN,PDP_REDIRECT,https://www.hsn.com/bag/add-to-bag,false,,#1D69B3,#FFFFFF,https://www.hsn.com/checkout/bag,,false,,Tue May 05 2020 08:15:36 GMT-0400 (Eastern Daylight Time)
true,c154bb93-b0e7-39e7-0923-69bed1bd854d,lego,lego,LEGO,DIRECT_URL,https://www.lego.com/cart,,,#000000,,https://www.lego.com/en-us/cart,,false,,Mon Jan 28 2019 14:01:37 GMT-0500 (Eastern Standard Time)
true,c1e43329-779b-e1e9-dced-29e612a49fca,joy-canada,joy-canada,Joy Canada,PDP_REDIRECT,https://joyshave.ca/en-ca/get-joy/,false,Beauty & Personal Care,#e0457b,#ffffff,https://joyshave.ca/en-ca/get-joy/,,false,,Mon Aug 17 2020 13:47:15 GMT-0400 (Eastern Daylight Time)
true,c313aa1f-19fe-2d88-0a92-bedc267b76f6,butterfinger-case-files,butterfinger-case-files,Butterfinger Case Files,PDP_REDIRECT,https://butterfingercasefiles.com,false,,#0061af,#FFFFFF,https://butterfingercasefiles.com,,false,,Fri Sep 25 2020 12:45:54 GMT-0400 (Eastern Daylight Time)
true,c3861cdd-7968-45e9-2a48-e2bbf49e4c95,oral-b,oral-b,Oral B,DIRECT_URL,https://oralb.com/cart.php?action=buy&sku=,false,Beauty & Personal Care,,#FFFFFF,https://oralb.com/cart.php,,false,,Thu Apr 02 2020 17:43:42 GMT-0400 (Eastern Daylight Time)
true,c45ddbd1-183c-bcc7-352e-ee22eb63c7ee,jomalone,jo-malone-london,Jo Malone London,DIRECT_URL,https://m.jomalone.com/checkout/viewcart.tmpl,,Beauty & Personal Care,#cc0302,,https://m.jomalone.com/checkout/viewcart.tmpl,,false,,Wed Oct 31 2018 15:57:40 GMT-0400 (Eastern Daylight Time)
true,c4f35562-16a8-5b09-4b96-94e18ce2d175,walmart-ca,walmart-canada,Walmart Canada,PDP_REDIRECT,https://www.walmart.ca,false,Big Box,#347ebf,#FFFFFF,https://www.walmart.ca/cart,,false,,Wed May 01 2019 18:47:19 GMT-0400 (Eastern Daylight Time)
true,c51a7e34-92e9-5343-0850-fe397bd344a9,zevo,zevo,Zevo,DIRECT_URL,https://www.zevoinsect.com/cart/add?,false,,,#FFFFFF,https://www.zevoinsect.com/cart,,false,,Fri Jun 15 2018 10:32:20 GMT-0400 (EDT)
true,c64d78c9-e282-ed44-a662-105d300a5dc8,jayc,jayc,JayC,PDP_REDIRECT,https://www.jaycfoods.com,false,Food & Beverage,#cc2728,#FFFFFF,https://www.jaycfoods.com/cart,,false,true,Thu Jul 02 2020 09:28:12 GMT-0400 (Eastern Daylight Time)
true,c8654580-701f-d36f-0c0f-1b862e4b1bb7,saucey,saucey,Saucey,PDP_REDIRECT,saucey.com,false,Food & Beverage,#FA6446,,https://www.saucey.com/checkout,,false,,Tue May 12 2020 16:58:23 GMT-0400 (Eastern Daylight Time)
true,c865eba8-b83c-0720-f049-47eb9b88b97a,the-art-of-shaving,the-art-of-shaving,The Art of Shaving,PDP_REDIRECT,https://www.theartofshaving.com/on/demandware.store/Sites-TAOS-Site/default/Cart-AddProduct,,Beauty & Personal Care,"rgba(146, 112, 58, 1)",,https://www.theartofshaving.com/checkout,,false,,Thu Nov 14 2019 15:22:01 GMT-0500 (Eastern Standard Time)
